,Bybit_ask,Bybit_bid,Bybit_tiker,Binance_ask,Binance_bid,Binance_tiker,Coinbase Pro_ask,Coinbase Pro_bid,Coinbase Pro_tiker,FTX_ask,FTX_bid,FTX_tiker,,,,,,,,,,,,
2022/2/7 22:09:49,0.682030209,0.317969791,42677.5,0.503572306,0.496427694,42703.14,0.553820544,0.446179456,42705.01,0.599120421,0.400879579,42699,,,,,,,,,,,,
2022/2/7 22:09:57,0.876118088,0.123881912,42677.5,0.649176434,0.350823566,42691.66,0.513639919,0.486360081,42705.01,0.261429722,0.738570278,42693,,,,,,,,,,,,
2022/2/7 22:10:04,0.845035935,0.154964065,42669,0.271138306,0.728861694,42686.24,0.658191047,0.341808953,42705.01,0.478949032,0.521050968,42689,,,,,,,,,,,,
2022/2/7 22:10:13,0.891896206,0.108103794,42669,0.32024123,0.67975877,42684.99,0.607998327,0.392001673,42705.01,0.793294707,0.206705293,42683,,,,,,,,,,,,
2022/2/7 22:10:22,0.800167794,0.199832206,42669,0.404248997,0.595751003,42692.53,0.567576094,0.432423906,42705.01,0.589955835,0.410044165,42678,,,,,,,,,,,,
2022/2/7 22:10:30,0.634009765,0.365990235,42669,0.607365005,0.392634995,42695.45,0.569079627,0.430920373,42705.01,0.641035742,0.358964258,42678,,,,,,,,,,,,
2022/2/7 22:10:38,0.387845026,0.612154974,42669,0.616461371,0.383538629,42709.12,0.548081658,0.451918342,42705.01,0.534155598,0.465844402,42708,,,,,,,,,,,,
2022/2/7 22:10:46,0.353276353,0.646723647,42669.5,0.810620584,0.189379416,42703.1,0.432003884,0.567996116,42705.01,0.342051269,0.657948731,42708,,,,,,,,,,,,
2022/2/7 22:10:54,0.366070851,0.633929149,42669.5,0.776924117,0.223075883,42706.94,0.541827361,0.458172639,42705.01,0.458549223,0.541450777,42708,,,,,,,,,,,,
2022/2/7 22:11:02,0.395375557,0.604624443,42669.5,0.396747229,0.603252771,42704.14,0.571124762,0.428875238,42705.01,0.369239051,0.630760949,42708,,,,,,,,,,,,
2022/2/7 22:11:10,0.865514589,0.134485411,42669.5,0.671829634,0.328170366,42695.45,0.524706363,0.475293637,42705.01,0.556107921,0.443892079,42687,,,,,,,,,,,,
2022/2/7 22:11:18,0.71405455,0.28594545,42669,0.552474473,0.447525527,42695.45,0.631185862,0.368814138,42705.01,0.515866718,0.484133282,42687,,,,,,,,,,,,
2022/2/7 22:11:27,0.438841128,0.561158872,42669.5,0.591494847,0.408505153,42705.81,0.514908309,0.485091691,42703.31,0.41108423,0.58891577,42700,,,,,,,,,,,,
2022/2/7 22:11:36,0.295900603,0.704099397,42669.5,0.749684088,0.250315912,42709.15,0.449035987,0.550964013,42703.31,0.411470749,0.588529251,42700,,,,,,,,,,,,
2022/2/7 22:11:44,0.51622842,0.48377158,42669,0.2343063,0.7656937,42697.99,0.547080734,0.452919266,42696.89,0.505728415,0.494271585,42691,,,,,,,,,,,,
2022/2/7 22:11:52,0.4784584,0.5215416,42669,0.268806682,0.731193318,42699.77,0.468004614,0.531995386,42696.89,0.653502175,0.346497825,42691,,,,,,,,,,,,
2022/2/7 22:12:00,0.480078173,0.519921827,42669.5,0.270672811,0.729327189,42704.16,0.455583868,0.544416132,42696.89,0.578542503,0.421457497,42702,,,,,,,,,,,,
2022/2/7 22:12:09,0.271859954,0.728140046,42669,0.345435538,0.654564462,42714,0.389407151,0.610592849,42703.31,0.461531124,0.538468876,42706,,,,,,,,,,,,
2022/2/7 22:12:17,0.292740269,0.707259731,42669,0.336544434,0.663455566,42710.13,0.490386944,0.509613056,42703.31,0.760469786,0.239530214,42709,,,,,,,,,,,,
2022/2/7 22:12:25,0.210800689,0.789199311,42669,0.177141324,0.822858676,42714.36,0.47786732,0.52213268,42703.31,0.738573386,0.261426614,42709,,,,,,,,,,,,
2022/2/7 22:12:33,0.232237867,0.767762133,42669,0.035512419,0.964487581,42708.25,0.490560464,0.509439536,42703.31,0.654084844,0.345915156,42709,,,,,,,,,,,,
2022/2/7 22:12:41,0.262603254,0.737396746,42669.5,0.382036487,0.617963513,42712.58,0.533025621,0.466974379,42703.31,0.396804209,0.603195791,42709,,,,,,,,,,,,
2022/2/7 22:12:49,0.133733995,0.866266005,42669,0.137517944,0.862482056,42715.84,0.346071145,0.653928855,42706.6,0.411562134,0.588437866,42713,,,,,,,,,,,,
2022/2/7 22:12:58,0.089674615,0.910325385,42669.5,0.953465872,0.046534128,42708,0.724204485,0.275795515,42707.88,0.560776261,0.439223739,42716,,,,,,,,,,,,
2022/2/7 22:13:05,0.243413589,0.756586411,42669.5,0.525780167,0.474219833,42707.98,0.723533343,0.276466657,42707.88,0.80928087,0.19071913,42708,,,,,,,,,,,,
2022/2/7 22:13:14,0.243345073,0.756654927,42669.5,0.262651518,0.737348482,42707.96,0.756415514,0.243584486,42707.88,0.797126479,0.202873521,42708,,,,,,,,,,,,
2022/2/7 22:13:21,0.254061572,0.745938428,42669.5,0.48286299,0.51713701,42710.66,0.746196625,0.253803375,42701.87,0.826289373,0.173710627,42708,,,,,,,,,,,,
2022/2/7 22:13:29,0.268105976,0.731894024,42670,0.238978574,0.761021426,42708.93,0.762186012,0.237813988,42714.24,0.507295809,0.492704191,42708,,,,,,,,,,,,
2022/2/7 22:13:37,0.319769839,0.680230161,42677.5,0.208842824,0.791157176,42709.07,0.34210168,0.65789832,42714.24,0.485538485,0.514461515,42719,,,,,,,,,,,,
2022/2/7 22:13:45,0.514276675,0.485723325,42678,0.085315619,0.914684381,42710.06,0.644677201,0.355322799,42706.13,0.441825126,0.558174874,42708,,,,,,,,,,,,
2022/2/7 22:13:53,0.745454698,0.254545302,42678,0.529348531,0.470651469,42700,0.625285593,0.374714407,42698.08,0.556958208,0.443041792,42705,,,,,,,,,,,,
2022/2/7 22:14:01,0.746579462,0.253420538,42678,0.821945148,0.178054852,42702.83,0.643323974,0.356676026,42698.08,0.619964279,0.380035721,42701,,,,,,,,,,,,
2022/2/7 22:14:09,0.741100896,0.258899104,42678,0.601907692,0.398092308,42700,0.62526248,0.37473752,42704.72,0.550254871,0.449745129,42701,,,,,,,,,,,,
2022/2/7 22:14:18,0.926810354,0.073189646,42678,0.792244989,0.207755011,42690.01,0.587969749,0.412030251,42704.72,0.591974047,0.408025953,42691,,,,,,,,,,,,
2022/2/7 22:14:25,0.798252045,0.201747955,42677.5,0.273201694,0.726798306,42695.99,0.419741745,0.580258255,42699.97,0.454374934,0.545625066,42698,,,,,,,,,,,,
2022/2/7 22:14:33,0.758282933,0.241717067,42678,0.305674173,0.694325827,42695.99,0.494887226,0.505112774,42699.97,0.586256631,0.413743369,42698,,,,,,,,,,,,
2022/2/7 22:14:42,0.790713989,0.209286011,42678,0.317301087,0.682698913,42699.59,0.463517953,0.536482047,42699.97,0.370946555,0.629053445,42698,,,,,,,,,,,,
2022/2/7 22:14:50,0.784945546,0.215054454,42677.5,0.515781194,0.484218806,42696,0.474908831,0.525091169,42699.97,0.369540306,0.630459694,42698,,,,,,,,,,,,
2022/2/7 22:14:58,0.803554257,0.196445743,42677.5,0.275440512,0.724559488,42696,0.474208693,0.525791307,42699.97,0.328396292,0.671603708,42698,,,,,,,,,,,,
2022/2/7 22:15:06,0.672451357,0.327548643,42678,0.21945667,0.78054333,42700.01,0.552096473,0.447903527,42699.97,0.534100579,0.465899421,42700,,,,,,,,,,,,
2022/2/7 22:15:15,0.681709928,0.318290072,42678,0.79176774,0.20823226,42697.75,0.807649541,0.192350459,42703.72,0.462885633,0.537114367,42700,,,,,,,,,,,,
2022/2/7 22:15:23,0.778749935,0.221250065,42677.5,0.582294052,0.417705948,42696.79,0.581087869,0.418912131,42704.76,0.543983347,0.456016653,42698,,,,,,,,,,,,
2022/2/7 22:15:30,0.821059876,0.178940124,42677.5,0.2118843,0.7881157,42687.66,0.630690853,0.369309147,42703.72,0.587345612,0.412654388,42689,,,,,,,,,,,,
2022/2/7 22:15:38,0.794895184,0.205104816,42678,0.212512738,0.787487262,42690.01,0.541881191,0.458118809,42703.72,0.42835004,0.57164996,42689,,,,,,,,,,,,
2022/2/7 22:15:47,0.783513724,0.216486276,42678,0.372331117,0.627668883,42692.59,0.63194784,0.36805216,42703.72,0.490316895,0.509683105,42692,,,,,,,,,,,,
2022/2/7 22:15:55,0.79328526,0.20671474,42677.5,0.26020041,0.73979959,42689.55,0.627827522,0.372172478,42703.72,0.461738441,0.538261559,42692,,,,,,,,,,,,
2022/2/7 22:16:03,0.793757444,0.206242556,42678,0.53566444,0.46433556,42683.84,0.68919381,0.31080619,42703.72,0.413480715,0.586519285,42687,,,,,,,,,,,,
2022/2/7 22:16:11,0.796583563,0.203416437,42677.5,0.343144054,0.656855946,42682.58,0.500836362,0.499163638,42703.72,0.478056204,0.521943796,42682,,,,,,,,,,,,
2022/2/7 22:16:19,0.729224502,0.270775498,42677.5,0.309290603,0.690709397,42689.94,0.578286541,0.421713459,42654.61,0.337870476,0.662129524,42682,,,,,,,,,,,,
2022/2/7 22:16:27,0.733407053,0.266592947,42677.5,0.797241411,0.202758589,42695.5,0.645352192,0.354647808,42690.82,0.426551435,0.573448565,42682,,,,,,,,,,,,
2022/2/7 22:16:35,0.77319432,0.22680568,42678,0.62505257,0.37494743,42693.76,0.611837825,0.388162175,42690.82,0.488886878,0.511113122,42694,,,,,,,,,,,,
2022/2/7 22:16:43,0.74345027,0.25654973,42678,0.149285049,0.850714951,42703.15,0.787910014,0.212089986,42701.34,0.357475728,0.642524272,42699,,,,,,,,,,,,
2022/2/7 22:16:51,0.429982068,0.570017932,42678,0.143146103,0.856853897,42705,0.745356051,0.254643949,42701.34,0.401009643,0.598990357,42704,,,,,,,,,,,,
2022/2/7 22:16:58,0.409662439,0.590337561,42677.5,0.501287826,0.498712174,42711.98,0.304501374,0.695498626,42701.34,0.180954737,0.819045263,42706,,,,,,,,,,,,
2022/2/7 22:17:06,0.4308328,0.5691672,42678,0.566532117,0.433467883,42713.5,0.565037527,0.434962473,42704.41,0.497320087,0.502679913,42710,,,,,,,,,,,,
2022/2/7 22:17:14,0.370091291,0.629908709,42678,0.064827527,0.935172473,42710.62,0.636155994,0.363844006,42714.19,0.527314688,0.472685312,42710,,,,,,,,,,,,
2022/2/7 22:17:23,0.382085515,0.617914485,42677.5,0.649812746,0.350187254,42710,0.578047295,0.421952705,42714.19,0.452077319,0.547922681,42709,,,,,,,,,,,,
2022/2/7 22:17:31,0.402289452,0.597710548,42677.5,0.460090939,0.539909061,42710.01,0.677558106,0.322441894,42714.19,0.531037996,0.468962004,42707,,,,,,,,,,,,
2022/2/7 22:17:39,0.403599539,0.596400461,42678,0.080034084,0.919965916,42723.99,0.606222374,0.393777626,42714.19,0.338203319,0.661796681,42716,,,,,,,,,,,,
2022/2/7 22:17:46,0.026911974,0.973088026,42688.5,0.870914968,0.129085032,42737.9,0.500721512,0.499278488,42730.14,0.47403767,0.52596233,42733,,,,,,,,,,,,
2022/2/7 22:17:54,0.114712494,0.885287506,42696.5,0.77779771,0.22220229,42737.95,0.586236383,0.413763617,42730.14,0.7383304,0.2616696,42733,,,,,,,,,,,,
2022/2/7 22:18:04,0.39552063,0.60447937,42696.5,0.599070556,0.400929444,42726.98,0.602525552,0.397474448,42730.14,0.535707798,0.464292202,42727,,,,,,,,,,,,
2022/2/7 22:18:12,0.431981171,0.568018829,42696,0.705834843,0.294165157,42737.33,0.302639272,0.697360728,42730.14,0.309356274,0.690643726,42727,,,,,,,,,,,,
2022/2/7 22:18:20,0.316071113,0.683928887,42709,0.499095349,0.500904651,42738.38,0.719399815,0.280600185,42730.14,0.233748371,0.766251629,42737,,,,,,,,,,,,
2022/2/7 22:18:27,0.352424639,0.647575361,42709,0.386084129,0.613915871,42738.37,0.529362234,0.470637766,42730.14,0.286937571,0.713062429,42739,,,,,,,,,,,,
2022/2/7 22:18:36,0.315517042,0.684482958,42709,0.194430577,0.805569423,42740,0.675377613,0.324622387,42730.14,0.232979453,0.767020547,42745,,,,,,,,,,,,
2022/2/7 22:18:44,0.113799536,0.886200464,42713.5,0.183995167,0.816004833,42750,0.568774407,0.431225593,42730.14,0.390578226,0.609421774,42746,,,,,,,,,,,,
2022/2/7 22:18:52,0.106340927,0.893659073,42719.5,0.473090416,0.526909584,42755.59,0.693924165,0.306075835,42730.14,0.410410696,0.589589304,42752,,,,,,,,,,,,
2022/2/7 22:19:00,0.248836051,0.751163949,42721.5,0.247722197,0.752277803,42752.05,0.738769112,0.261230888,42730.14,0.40475037,0.59524963,42752,,,,,,,,,,,,
2022/2/7 22:19:08,0.375018341,0.624981659,42739.5,0.779288786,0.220711214,42766.24,0.522446562,0.477553438,42764.78,0.354703145,0.645296855,42763,,,,,,,,,,,,
2022/2/7 22:19:16,0.217832443,0.782167557,42740,0.130753274,0.869246726,42775.4,0.542511114,0.457488886,42762.61,0.328554326,0.671445674,42777,,,,,,,,,,,,
2022/2/7 22:19:25,0.217758087,0.782241913,42743,0.63261483,0.36738517,42775.4,0.522642745,0.477357255,42782.26,0.400678338,0.599321662,42775,,,,,,,,,,,,
2022/2/7 22:19:33,0.378095999,0.621904001,42742.5,0.618305049,0.381694951,42768.01,0.742051709,0.257948291,42766.37,0.315201772,0.684798228,42776,,,,,,,,,,,,
2022/2/7 22:19:41,0.288463084,0.711536916,42712.5,0.232295246,0.767704754,42750.01,0.697258239,0.302741761,42766.37,0.474153482,0.525846518,42750,,,,,,,,,,,,
2022/2/7 22:19:49,0.06892692,0.93107308,42712.5,0.854577387,0.145422613,42757.97,0.746519084,0.253480916,42751.86,0.429003205,0.570996795,42750,,,,,,,,,,,,
2022/2/7 22:19:57,0.939456673,0.060543327,42808.5,0.781247858,0.218752142,42816.57,0.5305055,0.4694945,42820.25,0.29286286,0.70713714,42814,,,,,,,,,,,,
2022/2/7 22:20:05,0.349206098,0.650793902,42770.5,0.234371554,0.765628446,42814.5,0.568992179,0.431007821,42803.72,0.50544219,0.49455781,42811,,,,,,,,,,,,
2022/2/7 22:20:14,0.196741399,0.803258601,42775.5,0.703405272,0.296594728,42817.98,0.593760192,0.406239808,42814.71,0.642126169,0.357873831,42809,,,,,,,,,,,,
2022/2/7 22:20:23,0.159413821,0.840586179,42776,0.167903926,0.832096074,42817.97,0.440121805,0.559878195,42814.71,0.541869587,0.458130413,42810,,,,,,,,,,,,
2022/2/7 22:20:31,0.15000662,0.84999338,42797.5,0.150446706,0.849553294,42843.72,0.556676195,0.443323805,42814.71,0.627748287,0.372251713,42847,,,,,,,,,,,,
2022/2/7 22:20:39,0.259990263,0.740009737,42849.5,0.940831863,0.059168137,42879.65,0.530338596,0.469661404,42882.33,0.449261128,0.550738872,42881,,,,,,,,,,,,
2022/2/7 22:20:48,0.467507234,0.532492766,42834,0.619263733,0.380736267,42859.4,0.197060948,0.802939052,42884.22,0.541012077,0.458987923,42881,,,,,,,,,,,,
2022/2/7 22:20:56,0.88159569,0.11840431,42834,0.332995924,0.667004076,42855.07,0.582057343,0.417942657,42884.22,0.670106862,0.329893138,42853,,,,,,,,,,,,
2022/2/7 22:21:04,0.571967287,0.428032713,42820.5,0.159936358,0.840063642,42868.78,0.394599049,0.605400951,42871.38,0.538982743,0.461017257,42866,,,,,,,,,,,,
2022/2/7 22:21:12,0.467336926,0.532663074,42825,0.824785429,0.175214571,42859,0.376262686,0.623737314,42848.7,0.33119203,0.66880797,42858,,,,,,,,,,,,
2022/2/7 22:21:20,0.562705003,0.437294997,42824.5,0.633782204,0.366217796,42853.75,0.461609931,0.538390069,42866.96,0.783449165,0.216550835,42854,,,,,,,,,,,,
2022/2/7 22:21:28,0.843091443,0.156908557,42825,0.79628661,0.20371339,42850,0.474186303,0.525813697,42857.92,0.63448155,0.36551845,42856,,,,,,,,,,,,
2022/2/7 22:21:36,0.83083826,0.16916174,42801,0.321438839,0.678561161,42833.37,0.440179826,0.559820174,42857.92,0.5735116,0.4264884,42838,,,,,,,,,,,,
2022/2/7 22:21:44,0.989606058,0.010393942,42800.5,0.575501643,0.424498357,42815,0.442879956,0.557120044,42857.92,0.583801931,0.416198069,42824,,,,,,,,,,,,
2022/2/7 22:21:53,0.587571753,0.412428247,42784,0.32561269,0.67438731,42822.2,0.543077823,0.456922177,42857.92,0.665480845,0.334519155,42821,,,,,,,,,,,,
2022/2/7 22:22:01,0.698819596,0.301180404,42784,0.34342459,0.65657541,42817.37,0.560559556,0.439440444,42857.92,0.857742182,0.142257818,42818,,,,,,,,,,,,
2022/2/7 22:22:08,0.499043823,0.500956177,42783.5,0.523874544,0.476125456,42824.68,0.571171119,0.428828881,42857.92,0.636903589,0.363096411,42825,,,,,,,,,,,,
2022/2/7 22:22:16,0.570971733,0.429028267,42783.5,0.393404405,0.606595595,42821.45,0.418647602,0.581352398,42857.92,0.521989585,0.478010415,42826,,,,,,,,,,,,
2022/2/7 22:22:25,0.627557334,0.372442666,42783.5,0.958341561,0.041658439,42817.37,0.293330222,0.706669778,42857.92,0.59646493,0.40353507,42820,,,,,,,,,,,,
2022/2/7 22:22:33,0.653641708,0.346358292,42781.5,0.137673157,0.862326843,42822.01,0.562968577,0.437031423,42857.92,0.678961957,0.321038043,42816,,,,,,,,,,,,
2022/2/7 22:22:41,0.032194021,0.967805979,42783.5,0.382367056,0.617632944,42838.45,0.451774847,0.548225153,42832.91,0.253839387,0.746160613,42841,,,,,,,,,,,,
2022/2/7 22:22:49,0.137652695,0.862347305,42794,0.702420406,0.297579594,42846.84,0.48278772,0.51721228,42832.91,0.368995936,0.631004064,42841,,,,,,,,,,,,
2022/2/7 22:22:57,0.526401577,0.473598423,42794,0.360093822,0.639906178,42828.67,0.534227944,0.465772056,42832.91,0.59931312,0.40068688,42831,,,,,,,,,,,,
2022/2/7 22:23:05,0.540328487,0.459671513,42793.5,0.159443215,0.840556785,42833.27,0.426472553,0.573527447,42841,0.466930939,0.533069061,42832,,,,,,,,,,,,
2022/2/7 22:23:14,0.521876549,0.478123451,42794,0.278344032,0.721655968,42830.02,0.448845689,0.551154311,42841,0.399280718,0.600719282,42830,,,,,,,,,,,,
2022/2/7 22:23:22,0.809810619,0.190189381,42793.5,0.644530554,0.355469446,42821.83,0.499488797,0.500511203,42841,0.667540798,0.332459202,42825,,,,,,,,,,,,
2022/2/7 22:23:30,0.859988085,0.140011915,42793.5,0.734516602,0.265483398,42815.02,0.512013619,0.487986381,42841,0.7871545,0.2128455,42817,,,,,,,,,,,,
2022/2/7 22:23:38,0.728456646,0.271543354,42783.5,0.292452732,0.707547268,42821.36,0.561993315,0.438006685,42841,0.760186679,0.239813321,42817,,,,,,,,,,,,
2022/2/7 22:23:46,0.801018904,0.198981096,42783.5,0.609248518,0.390751482,42817.59,0.558255446,0.441744554,42841,0.68777713,0.31222287,42817,,,,,,,,,,,,
2022/2/7 22:23:54,0.483936974,0.516063026,42783.5,0.836183814,0.163816186,42819.63,0.469796102,0.530203898,42822.42,0.422686051,0.577313949,42821,,,,,,,,,,,,
2022/2/7 22:24:03,0.66594601,0.33405399,42783.5,0.362272313,0.637727687,42822.27,0.435455141,0.564544859,42822.42,0.366613343,0.633386657,42822,,,,,,,,,,,,
2022/2/7 22:24:10,0.677492447,0.322507553,42783.5,0.780243877,0.219756123,42811.69,0.441792049,0.558207951,42822.42,0.757682171,0.242317829,42815,,,,,,,,,,,,
2022/2/7 22:24:18,0.941520394,0.058479606,42768,0.477696931,0.522303069,42797,0.417410118,0.582589882,42807.31,0.685777555,0.314222445,42796,,,,,,,,,,,,
2022/2/7 22:24:26,0.83530826,0.16469174,42752,0.570254327,0.429745673,42781.22,0.472435209,0.527564791,42807.31,0.851019631,0.148980369,42785,,,,,,,,,,,,
2022/2/7 22:24:34,0.9396747,0.0603253,42750,0.952084874,0.047915126,42773.06,0.499100852,0.500899148,42807.31,0.78389329,0.21610671,42766,,,,,,,,,,,,
2022/2/7 22:24:42,0.956968093,0.043031907,42736,0.68035449,0.31964551,42757.15,0.501503646,0.498496354,42807.31,0.756588597,0.243411403,42758,,,,,,,,,,,,
2022/2/7 22:24:50,0.935165428,0.064834572,42729.5,0.716221774,0.283778226,42753.56,0.427692702,0.572307298,42751.33,0.503962632,0.496037368,42755,,,,,,,,,,,,
2022/2/7 22:24:57,0.824349139,0.175650861,42724,0.7842754,0.2157246,42753.56,0.415799056,0.584200944,42751.33,0.724565062,0.275434938,42755,,,,,,,,,,,,
2022/2/7 22:25:05,0.740130306,0.259869694,42724,0.840371567,0.159628433,42750.01,0.428735539,0.571264461,42766.68,0.755932408,0.244067592,42750,,,,,,,,,,,,
2022/2/7 22:25:13,0.990059305,0.009940695,42720,0.451562163,0.548437837,42745.33,0.448640595,0.551359405,42766.68,0.577555627,0.422444373,42744,,,,,,,,,,,,
2022/2/7 22:25:21,0.760240274,0.239759726,42690,0.106517563,0.893482437,42730.35,0.487228234,0.512771766,42766.68,0.439772557,0.560227443,42715,,,,,,,,,,,,
2022/2/7 22:25:31,0.765872024,0.234127976,42690,0.548669531,0.451330469,42727.39,0.455716608,0.544283392,42766.68,0.516680598,0.483319402,42720,,,,,,,,,,,,
2022/2/7 22:25:39,0.664930062,0.335069938,42690.5,0.584132559,0.415867441,42725.86,0.396084748,0.603915252,42766.68,0.646542957,0.353457043,42716,,,,,,,,,,,,
2022/2/7 22:25:47,0.53102449,0.46897551,42690,0.31130949,0.68869051,42727.38,0.463427069,0.536572931,42766.68,0.580986275,0.419013725,42722,,,,,,,,,,,,
2022/2/7 22:25:54,0.806410068,0.193589932,42690,0.523601174,0.476398826,42712.37,0.495106126,0.504893874,42766.68,0.695398621,0.304601379,42714,,,,,,,,,,,,
2022/2/7 22:26:03,0.921792087,0.078207913,42690,0.980211062,0.019788938,42710.44,0.493719354,0.506280646,42723.79,0.626879134,0.373120866,42711,,,,,,,,,,,,
2022/2/7 22:26:11,0.860173656,0.139826344,42668,0.781797204,0.218202796,42691.97,0.533956208,0.466043792,42723.79,0.623074157,0.376925843,42694,,,,,,,,,,,,
2022/2/7 22:26:19,0.825847749,0.174152251,42662,0.187511063,0.812488937,42710.03,0.422949437,0.577050563,42702.76,0.814856618,0.185143382,42707,,,,,,,,,,,,
2022/2/7 22:26:27,0.180397588,0.819602412,42670.5,0.177172996,0.822827004,42714.68,0.451741673,0.548258327,42709.4,0.435766621,0.564233379,42714,,,,,,,,,,,,
2022/2/7 22:26:35,0.116360446,0.883639554,42674,0.285459046,0.714540954,42717.06,0.447620699,0.552379301,42709.4,0.572159425,0.427840575,42716,,,,,,,,,,,,
2022/2/7 22:26:44,0.59512887,0.40487113,42674.5,0.317308932,0.682691068,42710.72,0.53836129,0.46163871,42709.4,0.505656255,0.494343745,42711,,,,,,,,,,,,
2022/2/7 22:26:53,0.709494354,0.290505646,42675,0.458218512,0.541781488,42706.88,0.460322374,0.539677626,42709.4,0.43179796,0.56820204,42703,,,,,,,,,,,,
2022/2/7 22:27:01,0.351129545,0.648870455,42675,0.567495855,0.432504145,42716.08,0.48977301,0.51022699,42712.29,0.300629027,0.699370973,42713,,,,,,,,,,,,
2022/2/7 22:27:08,0.692685579,0.307314421,42675,0.469353816,0.530646184,42703.73,0.471853205,0.528146795,42712.29,0.519988108,0.480011892,42704,,,,,,,,,,,,
2022/2/7 22:27:16,0.660579889,0.339420111,42674.5,0.628270511,0.371729489,42705.01,0.569138772,0.430861228,42712.29,0.550790864,0.449209136,42705,,,,,,,,,,,,
2022/2/7 22:27:24,0.363735859,0.636264141,42674.5,0.670619878,0.329380122,42713,0.486675883,0.513324117,42700.85,0.470377286,0.529622714,42710,,,,,,,,,,,,
2022/2/7 22:27:32,0.345455368,0.654544632,42675,0.150618677,0.849381323,42722,0.618065333,0.381934667,42700.85,0.449462564,0.550537436,42722,,,,,,,,,,,,
2022/2/7 22:27:40,0.96270816,0.03729184,42709.5,0.844040363,0.155959637,42721.57,0.489429176,0.510570824,42741.7,0.389709528,0.610290472,42723,,,,,,,,,,,,
2022/2/7 22:27:48,0.755599511,0.244400489,42702,0.423719012,0.576280988,42727.1,0.513739623,0.486260377,42726.77,0.672590767,0.327409233,42732,,,,,,,,,,,,
2022/2/7 22:27:56,0.965085585,0.034914415,42701.5,0.621878268,0.378121732,42718.86,0.330565749,0.669434251,42726.77,0.564590723,0.435409277,42721,,,,,,,,,,,,
2022/2/7 22:28:04,0.908974698,0.091025302,42701.5,0.705282732,0.294717268,42718.83,0.489066695,0.510933305,42726.77,0.49986456,0.50013544,42720,,,,,,,,,,,,
2022/2/7 22:28:12,0.878373596,0.121626404,42702,0.267279709,0.732720291,42715.63,0.513242282,0.486757718,42726.77,0.453694714,0.546305286,42720,,,,,,,,,,,,
2022/2/7 22:28:20,0.796912516,0.203087484,42701.5,0.145468754,0.854531246,42726.99,0.657286959,0.342713041,42731.24,0.416920722,0.583079278,42724,,,,,,,,,,,,
2022/2/7 22:28:28,0.418333943,0.581666057,42702,0.76200718,0.23799282,42746.27,0.484166654,0.515833346,42731.24,0.316952314,0.683047686,42745,,,,,,,,,,,,
2022/2/7 22:28:36,0.075041452,0.924958548,42709.5,0.131651693,0.868348307,42751.37,0.525578922,0.474421078,42731.24,0.289600967,0.710399033,42750,,,,,,,,,,,,
2022/2/7 22:28:46,0.361408993,0.638591007,42720.5,0.360221757,0.639778243,42751.37,0.452683928,0.547316072,42731.24,0.288340907,0.711659093,42754,,,,,,,,,,,,
2022/2/7 22:28:54,0.30919668,0.69080332,42720.5,0.696120331,0.303879669,42756.52,0.566778118,0.433221882,42731.24,0.452298909,0.547701091,42757,,,,,,,,,,,,
2022/2/7 22:29:03,0.255422441,0.744577559,42720,0.14327268,0.85672732,42757.83,0.414511348,0.585488652,42731.24,0.407984741,0.592015259,42761,,,,,,,,,,,,
2022/2/7 22:29:11,0.486223679,0.513776321,42735,0.453181636,0.546818364,42761.55,0.456645152,0.543354848,42731.24,0.517550539,0.482449461,42764,,,,,,,,,,,,
2022/2/7 22:29:19,0.5637644,0.4362356,42734,0.790592424,0.209407576,42761.55,0.434472645,0.565527355,42731.24,0.467561555,0.532438445,42762,,,,,,,,,,,,
2022/2/7 22:29:27,0.603804856,0.396195144,42734,0.283649021,0.716350979,42761.71,0.378658811,0.621341189,42731.24,0.349134524,0.650865476,42764,,,,,,,,,,,,
2022/2/7 22:29:35,0.534755779,0.465244221,42734.5,0.743483989,0.256516011,42766.81,0.468411734,0.531588266,42731.24,0.634758219,0.365241781,42764,,,,,,,,,,,,
2022/2/7 22:29:43,0.533134721,0.466865279,42734.5,0.68741265,0.31258735,42766.42,0.442162316,0.557837684,42731.24,0.507513193,0.492486807,42764,,,,,,,,,,,,
2022/2/7 22:29:51,0.454647306,0.545352694,42734.5,0.365584813,0.634415187,42766.31,0.50577626,0.49422374,42731.24,0.491442869,0.508557131,42767,,,,,,,,,,,,
2022/2/7 22:29:58,0.469276656,0.530723344,42734.5,0.248952719,0.751047281,42766.4,0.469915771,0.530084229,42731.24,0.464471437,0.535528563,42767,,,,,,,,,,,,
2022/2/7 22:30:07,0.445528455,0.554471545,42734.5,0.683423359,0.316576641,42766.31,0.586126739,0.413873261,42769.45,0.607137486,0.392862514,42764,,,,,,,,,,,,
2022/2/7 22:30:15,0.947974257,0.052025743,42734.5,0.948592285,0.051407715,42751.37,0.559430961,0.440569039,42769.45,0.622584659,0.377415341,42748,,,,,,,,,,,,
2022/2/7 22:30:24,0.391398584,0.608601416,42734,0.47817545,0.52182455,42767.68,0.451502129,0.548497871,42766.83,0.458189807,0.541810193,42769,,,,,,,,,,,,
2022/2/7 22:30:32,0.156376464,0.843623536,42757,0.94204164,0.05795836,42798.08,0.484408069,0.515591931,42766.83,0.238455874,0.761544126,42792,,,,,,,,,,,,
